StationNum,RMSE
0,0.008643942225688686
1,0.006092505592051029
2,0.0211709239470699
3,0.038225241746257
4,0.008251528092932328
5,0.017220549673748392
6,0.006109536426862279
7,0.01472208101901461
8,0.024726494695083364
9,0.020984155469829745
10,0.005481630436981939
11,0.008233480042379416
12,0.007848632513628504
13,0.007591946470802593
14,0.007059896180428092
15,0.014804052305950796
16,0.007196654646178158
17,0.005809583045430005
18,0.008095652285945361
19,0.012074116605449284
20,0.006392563700808094
21,0.006303674665488995
22,0.005917993412178869
23,0.04416664202363002
24,0.008151598960052565
25,0.012513838475843465
26,0.0067878121580452365
27,0.009166504607343945
28,0.006815157302413184
29,0.0068134574460203675
30,0.007354589959612288
31,0.006469808488962124
32,0.009958229305245083
33,0.009187068681599806
34,0.014805996451738709
35,0.009611147728840943
36,0.009862180150046414
37,0.01061071228039402
38,0.007218241382568327
39,0.04560608932860801
40,0.007594621520553481
41,0.008535258949715789
42,0.012753506702199857
43,0.009238711286298853
44,0.00822594763249996
Average,0.015177543718153325
